"season","opponent","event_id","event_date","event_time","win","attendance","tickets_sold","tickets_resale","opponent_payroll","opponent_rank","opponent_win_pcnt","braves_payroll","braves_rank","braves_win_pcnt"
2014,"San Francisco Giants",10494,"2014-05-02","19:35:00",0,25032,30860,2597,154.185878,19,0.469,110.897341,3,0.593
2014,"San Francisco Giants",10495,"2014-05-03","19:10:00",0,30791,36328,3877,154.185878,19,0.469,110.897341,3,0.593
2014,"Seattle Mariners",10512,"2014-06-03","19:10:00",0,30813,38763,2589,92.081943,25,0.438,110.897341,3,0.593
2014,"Seattle Mariners",10513,"2014-06-04","12:10:00",0,21154,28414,1689,92.081943,25,0.438,110.897341,3,0.593
2014,"St. Louis Cardinals",10497,"2014-05-05","19:10:00",0,15663,21204,2055,111.02036,2,0.599,110.897341,3,0.593
2014,"St. Louis Cardinals",10498,"2014-05-06","19:10:00",1,14318,19695,1890,111.02036,2,0.599,110.897341,3,0.593
2014,"St. Louis Cardinals",10499,"2014-05-07","19:10:00",0,18346,23103,2386,111.02036,2,0.599,110.897341,3,0.593
2014,"Washington Nationals",10483,"2014-04-11","19:35:00",1,24686,29727,3215,134.704437,12,0.531,110.897341,3,0.593
2014,"Washington Nationals",10558,"2014-09-17","19:10:00",1,18946,28133,1965,134.704437,12,0.531,110.897341,3,0.593
2014,"Washington Nationals",10540,"2014-08-08","19:35:00",1,24315,34535,3009,134.704437,12,0.531,110.897341,3,0.593
2014,"Washington Nationals",10484,"2014-04-12","19:10:00",1,32921,38442,4396,134.704437,12,0.531,110.897341,3,0.593
2014,"Washington Nationals",10485,"2014-04-13","13:35:00",1,25035,29350,2849,134.704437,12,0.531,110.897341,3,0.593
2014,"Washington Nationals",10557,"2014-09-16","19:10:00",0,19565,29781,1615,134.704437,12,0.531,110.897341,3,0.593
2014,"Washington Nationals",10541,"2014-08-09","19:10:00",0,29767,39034,4243,134.704437,12,0.531,110.897341,3,0.593
2014,"Washington Nationals",10542,"2014-08-10","20:00:00",1,11616,19742,1534,134.704437,12,0.531,110.897341,3,0.593
2014,"Washington Nationals",10556,"2014-09-15","19:10:00",0,9312,19390,767,134.704437,12,0.531,110.897341,3,0.593
2015,"Arizona Diamondbacks",11563,"2015-08-14","19:35:00",1,25683,33689,2489,91.518833,30,0.395,97.578565,16,0.488
2015,"Arizona Diamondbacks",11565,"2015-08-16","13:35:00",1,12402,22310,998,91.518833,30,0.395,97.578565,16,0.488
2015,"Arizona Diamondbacks",11564,"2015-08-15","19:10:00",0,21991,31364,2120,91.518833,30,0.395,97.578565,16,0.488
2015,"Boston Red Sox",11540,"2015-06-18","19:10:00",0,27914,33623,2981,187.407202,25,0.438,97.578565,16,0.488
2015,"Boston Red Sox",11539,"2015-06-17","19:10:00",1,25511,30654,2744,187.407202,25,0.438,97.578565,16,0.488
2015,"Chicago Cubs",11550,"2015-07-17","19:35:00",1,36127,44562,3766,119.006885,23,0.451,97.578565,16,0.488
2015,"Chicago Cubs",11551,"2015-07-18","19:10:00",0,39368,48065,3680,119.006885,23,0.451,97.578565,16,0.488
2015,"Chicago Cubs",11552,"2015-07-19","17:05:00",0,25633,33555,2580,119.006885,23,0.451,97.578565,16,0.488
2015,"Cincinnati Reds",11517,"2015-05-03","13:35:00",1,24511,31934,2181,117.197072,21,0.469,97.578565,16,0.488
2015,"Cincinnati Reds",11515,"2015-05-01","19:35:00",1,22822,32083,2321,117.197072,21,0.469,97.578565,16,0.488
2015,"Cincinnati Reds",11516,"2015-05-02","19:10:00",0,24647,31630,2892,117.197072,21,0.469,97.578565,16,0.488
2015,"Cincinnati Reds",11514,"2015-04-30","19:10:00",0,10762,17257,954,117.197072,21,0.469,97.578565,16,0.488
2015,"Colorado Rockies",11568,"2015-08-26","19:10:00",0,10066,19613,1012,102.00613,29,0.407,97.578565,16,0.488
2015,"Colorado Rockies",11567,"2015-08-25","19:10:00",0,7358,15128,909,102.00613,29,0.407,97.578565,16,0.488
2015,"Colorado Rockies",11566,"2015-08-24","19:10:00",1,6638,15119,833,102.00613,29,0.407,97.578565,16,0.488
2015,"Los Angeles Dodgers",11554,"2015-07-21","19:10:00",1,29263,35629,2733,272.78904,4,0.58,97.578565,16,0.488
2015,"Los Angeles Dodgers",11555,"2015-07-22","12:10:00",0,17814,25595,1542,272.78904,4,0.58,97.578565,16,0.488
2015,"Los Angeles Dodgers",11553,"2015-07-20","19:10:00",1,19857,25842,2033,272.78904,4,0.58,97.578565,16,0.488
2015,"Miami Marlins",11509,"2015-04-14","19:10:00",0,9548,17403,865,68.479,19,0.475,97.578565,16,0.488
2015,"Miami Marlins",11508,"2015-04-13","19:10:00",1,7240,15011,777,68.479,19,0.475,97.578565,16,0.488
2015,"Miami Marlins",11574,"2015-09-02","12:10:00",0,8483,19316,812,68.479,19,0.475,97.578565,16,0.488
2015,"Miami Marlins",11559,"2015-08-06","19:10:00",1,12910,20219,1614,68.479,19,0.475,97.578565,16,0.488
2015,"Miami Marlins",11560,"2015-08-07","19:35:00",1,18707,24540,2000,68.479,19,0.475,97.578565,16,0.488
2015,"Miami Marlins",11561,"2015-08-08","19:10:00",1,36977,44806,3137,68.479,19,0.475,97.578565,16,0.488
2015,"Miami Marlins",11562,"2015-08-09","17:05:00",0,18950,26599,1529,68.479,19,0.475,97.578565,16,0.488
2015,"Miami Marlins",11510,"2015-04-15","12:10:00",0,10815,19957,798,68.479,19,0.475,97.578565,16,0.488
2015,"Miami Marlins",11573,"2015-09-01","19:10:00",0,7188,17601,818,68.479,19,0.475,97.578565,16,0.488
2015,"Miami Marlins",11572,"2015-08-31","19:10:00",0,5183,13895,655,68.479,19,0.475,97.578565,16,0.488
2015,"Milwaukee Brewers",11529,"2015-05-23","16:10:00",1,28171,35434,3175,105.002536,15,0.506,97.578565,16,0.488
2015,"Milwaukee Brewers",11527,"2015-05-21","19:10:00",1,13658,19898,1140,105.002536,15,0.506,97.578565,16,0.488
2015,"Milwaukee Brewers",11528,"2015-05-22","19:35:00",0,21223,27548,2167,105.002536,15,0.506,97.578565,16,0.488
2015,"Milwaukee Brewers",11530,"2015-05-24","13:35:00",1,26766,32767,2465,105.002536,15,0.506,97.578565,16,0.488
2015,"New York Mets",11492,"2015-04-10","19:35:00",1,36106,48062,5463,101.409244,17,0.488,97.578565,16,0.488
2015,"New York Mets",11506,"2015-04-11","19:10:00",1,30902,38043,3821,101.409244,17,0.488,97.578565,16,0.488
2015,"New York Mets",11507,"2015-04-12","13:35:00",0,23132,29954,2464,101.409244,17,0.488,97.578565,16,0.488
2015,"New York Mets",11543,"2015-06-21","17:05:00",1,25129,32187,2328,101.409244,17,0.488,97.578565,16,0.488
2015,"New York Mets",11575,"2015-09-10","19:10:00",0,9976,24034,1215,101.409244,17,0.488,97.578565,16,0.488
2015,"New York Mets",11541,"2015-06-19","19:35:00",1,24677,30437,2313,101.409244,17,0.488,97.578565,16,0.488
2015,"New York Mets",11542,"2015-06-20","19:10:00",1,35952,42999,3819,101.409244,17,0.488,97.578565,16,0.488
2015,"New York Mets",11578,"2015-09-13","13:35:00",0,14752,25381,1604,101.409244,17,0.488,97.578565,16,0.488
2015,"New York Mets",11576,"2015-09-11","19:35:00",0,13645,24625,1725,101.409244,17,0.488,97.578565,16,0.488
2015,"New York Mets",11577,"2015-09-12","19:10:00",0,18220,29081,2116,101.409244,17,0.488,97.578565,16,0.488
2015,"New York Yankees",11571,"2015-08-30","13:35:00",0,25142,34644,2725,219.282196,13,0.518,97.578565,16,0.488
2015,"New York Yankees",11570,"2015-08-29","19:10:00",0,42159,50836,5137,219.282196,13,0.518,97.578565,16,0.488
2015,"New York Yankees",11569,"2015-08-28","19:35:00",0,29906,37187,3459,219.282196,13,0.518,97.578565,16,0.488
2015,"Philadelphia Phillies",11520,"2015-05-06","19:10:00",1,12858,19488,1252,135.8275,24,0.451,97.578565,16,0.488
2015,"Philadelphia Phillies",11584,"2015-09-20","13:35:00",1,14904,25532,1230,135.8275,24,0.451,97.578565,16,0.488
2015,"Philadelphia Phillies",11582,"2015-09-18","19:35:00",1,14222,24139,1322,135.8275,24,0.451,97.578565,16,0.488
2015,"Philadelphia Phillies",11519,"2015-05-05","19:10:00",1,9812,15928,951,135.8275,24,0.451,97.578565,16,0.488
2015,"Philadelphia Phillies",11549,"2015-07-05","13:35:00",0,14341,20185,1316,135.8275,24,0.451,97.578565,16,0.488
2015,"Philadelphia Phillies",11518,"2015-05-04","19:10:00",0,10426,18797,850,135.8275,24,0.451,97.578565,16,0.488
2015,"Philadelphia Phillies",11547,"2015-07-03","19:35:00",1,29776,35164,2701,135.8275,24,0.451,97.578565,16,0.488
2015,"Philadelphia Phillies",11583,"2015-09-19","19:10:00",1,16430,26446,1745,135.8275,24,0.451,97.578565,16,0.488
2015,"Philadelphia Phillies",11548,"2015-07-04","19:15:00",1,31091,36347,3360,135.8275,24,0.451,97.578565,16,0.488
2015,"Pittsburgh Pirates",11533,"2015-06-07","13:35:00",0,19851,25729,1906,88.2785,9,0.543,97.578565,16,0.488
2015,"Pittsburgh Pirates",11532,"2015-06-06","19:15:00",1,29666,35232,3283,88.2785,9,0.543,97.578565,16,0.488
2015,"Pittsburgh Pirates",11531,"2015-06-05","19:35:00",0,23803,29119,2631,88.2785,9,0.543,97.578565,16,0.488
2015,"San Diego Padres",11537,"2015-06-11","12:10:00",0,18832,27156,1138,100.675896,18,0.475,97.578565,16,0.488
2015,"San Diego Padres",11536,"2015-06-10","19:10:00",1,17375,23138,1541,100.675896,18,0.475,97.578565,16,0.488
2015,"San Diego Padres",11534,"2015-06-08","19:10:00",0,15076,22670,1164,100.675896,18,0.475,97.578565,16,0.488
2015,"San Diego Padres",11535,"2015-06-09","19:10:00",1,19246,25573,1875,100.675896,18,0.475,97.578565,16,0.488
2015,"San Francisco Giants",11557,"2015-08-04","19:10:00",0,13024,19722,1387,172.672111,8,0.543,97.578565,16,0.488
2015,"San Francisco Giants",11558,"2015-08-05","19:10:00",0,12982,18892,1685,172.672111,8,0.543,97.578565,16,0.488
2015,"San Francisco Giants",11556,"2015-08-03","19:10:00",1,15196,24762,1779,172.672111,8,0.543,97.578565,16,0.488
2015,"St. Louis Cardinals",11588,"2015-10-02","19:35:00",1,13860,26282,2179,120.869458,5,0.556,97.578565,16,0.488
2015,"St. Louis Cardinals",11589,"2015-10-03","19:10:00",1,11664,23130,60,120.869458,5,0.556,97.578565,16,0.488
2015,"St. Louis Cardinals",11590,"2015-10-04","13:00:00",1,16816,33442,1925,120.869458,5,0.556,97.578565,16,0.488
2015,"Tampa Bay Rays",11526,"2015-05-20","19:10:00",1,19017,26437,2062,76.061707,20,0.475,97.578565,16,0.488
2015,"Tampa Bay Rays",11525,"2015-05-19","19:10:00",0,15508,21878,1312,76.061707,20,0.475,97.578565,16,0.488
2015,"Toronto Blue Jays",11580,"2015-09-16","19:10:00",0,7617,16442,944,122.5066,14,0.512,97.578565,16,0.488
2015,"Toronto Blue Jays",11581,"2015-09-17","19:10:00",0,9088,20655,854,122.5066,14,0.512,97.578565,16,0.488
2015,"Toronto Blue Jays",11579,"2015-09-15","19:10:00",1,8109,18134,801,122.5066,14,0.512,97.578565,16,0.488
2015,"Washington Nationals",11513,"2015-04-29","19:10:00",0,7741,14222,842,164.920505,3,0.593,97.578565,16,0.488
2015,"Washington Nationals",11512,"2015-04-28","19:10:00",0,10278,16535,1012,164.920505,3,0.593,97.578565,16,0.488
2015,"Washington Nationals",11544,"2015-06-30","19:10:00",0,20158,25546,2019,164.920505,3,0.593,97.578565,16,0.488
2015,"Washington Nationals",11511,"2015-04-27","19:10:00",1,11718,18319,1277,164.920505,3,0.593,97.578565,16,0.488
2015,"Washington Nationals",11546,"2015-07-02","19:10:00",1,15984,20077,1939,164.920505,3,0.593,97.578565,16,0.488
2015,"Washington Nationals",11587,"2015-10-01","19:10:00",0,28590,40173,4066,164.920505,3,0.593,97.578565,16,0.488
2015,"Washington Nationals",11586,"2015-09-30","19:10:00",1,6571,15169,745,164.920505,3,0.593,97.578565,16,0.488
2015,"Washington Nationals",11545,"2015-07-01","19:10:00",1,11735,20727,1581,164.920505,3,0.593,97.578565,16,0.488
2015,"Washington Nationals",11585,"2015-09-29","19:10:00",1,6760,16435,689,164.920505,3,0.593,97.578565,16,0.488
2016,"Arizona Diamondbacks",12896,"2016-05-07","19:10:00",0,17549,23551,1812,87.622648,18,0.488,87.622648,28,0.414
2016,"Arizona Diamondbacks",12895,"2016-05-06","19:35:00",0,18519,25093,1631,87.622648,18,0.488,87.622648,28,0.414
2016,"Arizona Diamondbacks",12897,"2016-05-08","13:35:00",0,12026,18481,1472,87.622648,18,0.488,87.622648,28,0.414
2016,"Boston Red Sox",12893,"2016-04-25","19:10:00",0,19089,24139,1826,182.161414,19,0.481,87.622648,28,0.414
2016,"Boston Red Sox",12894,"2016-04-26","19:10:00",0,18937,24918,1940,182.161414,19,0.481,87.622648,28,0.414
2016,"Chicago Cubs",12913,"2016-06-10","19:35:00",1,26913,32415,3248,116.654522,3,0.599,87.622648,28,0.414
2016,"Chicago Cubs",12914,"2016-06-11","16:10:00",0,37751,44730,3581,116.654522,3,0.599,87.622648,28,0.414
2016,"Chicago Cubs",12915,"2016-06-12","13:35:00",0,25503,33055,2231,116.654522,3,0.599,87.622648,28,0.414
2016,"Cincinnati Reds",12917,"2016-06-14","19:10:00",0,7758,14400,893,116.732284,29,0.395,87.622648,28,0.414
2016,"Cincinnati Reds",12918,"2016-06-15","19:10:00",1,10260,16294,1078,116.732284,29,0.395,87.622648,28,0.414
2016,"Cincinnati Reds",12916,"2016-06-13","19:10:00",0,8817,14373,940,116.732284,29,0.395,87.622648,28,0.414
2016,"Cincinnati Reds",12919,"2016-06-16","12:10:00",1,14455,22980,954,116.732284,29,0.395,87.622648,28,0.414
2016,"Cleveland Indians",12926,"2016-06-29","19:10:00",0,11582,18085,1458,86.339067,15,0.503,87.622648,28,0.414
2016,"Cleveland Indians",12924,"2016-06-27","19:10:00",0,11211,16678,1267,86.339067,15,0.503,87.622648,28,0.414
2016,"Cleveland Indians",12925,"2016-06-28","19:10:00",0,13441,20940,1303,86.339067,15,0.503,87.622648,28,0.414
2016,"Colorado Rockies",12931,"2016-07-15","19:35:00",0,22167,28746,2106,98.261171,27,0.42,87.622648,28,0.414
2016,"Colorado Rockies",12932,"2016-07-16","19:10:00",0,23996,30001,2628,98.261171,27,0.42,87.622648,28,0.414
2016,"Colorado Rockies",12933,"2016-07-17","13:35:00",1,14148,20449,1425,98.261171,27,0.42,87.622648,28,0.414
2016,"Los Angeles Dodgers",12887,"2016-04-19","19:10:00",1,10717,15416,1294,223.352402,6,0.568,87.622648,28,0.414
2016,"Los Angeles Dodgers",12888,"2016-04-20","19:10:00",0,12599,17534,1600,223.352402,6,0.568,87.622648,28,0.414
2016,"Los Angeles Dodgers",12889,"2016-04-21","12:10:00",0,13190,19760,1391,223.352402,6,0.568,87.622648,28,0.414
2016,"Miami Marlins",12905,"2016-05-27","19:35:00",1,15419,20461,1804,84.6375,24,0.438,87.622648,28,0.414
2016,"Miami Marlins",12928,"2016-07-01","19:35:00",0,28378,33997,2259,84.6375,24,0.438,87.622648,28,0.414
2016,"Miami Marlins",12929,"2016-07-02","16:10:00",1,18876,24939,2363,84.6375,24,0.438,87.622648,28,0.414
2016,"Miami Marlins",12906,"2016-05-28","16:10:00",1,29917,36074,2650,84.6375,24,0.438,87.622648,28,0.414
2016,"Miami Marlins",12927,"2016-06-30","19:10:00",1,11244,17121,1231,84.6375,24,0.438,87.622648,28,0.414
2016,"Miami Marlins",12907,"2016-05-29","17:05:00",0,45269,51879,5967,84.6375,24,0.438,87.622648,28,0.414
2016,"Milwaukee Brewers",12902,"2016-05-24","19:10:00",0,9755,16587,914,98.683035,25,0.42,87.622648,28,0.414
2016,"Milwaukee Brewers",12903,"2016-05-25","19:10:00",0,8839,14261,865,98.683035,25,0.42,87.622648,28,0.414
2016,"Milwaukee Brewers",12904,"2016-05-26","19:10:00",0,9649,15970,922,98.683035,25,0.42,87.622648,28,0.414
2016,"New York Mets",12890,"2016-04-22","19:35:00",0,16075,22405,1525,99.626453,7,0.556,87.622648,28,0.414
2016,"New York Mets",12891,"2016-04-23","19:10:00",0,30206,37117,2696,99.626453,7,0.556,87.622648,28,0.414
2016,"New York Mets",12892,"2016-04-24","13:35:00",0,26312,33693,1929,99.626453,7,0.556,87.622648,28,0.414
2016,"New York Mets",12921,"2016-06-24","19:35:00",0,20109,27021,2019,99.626453,7,0.556,87.622648,28,0.414
2016,"New York Mets",12922,"2016-06-25","19:15:00",0,34253,42820,3334,99.626453,7,0.556,87.622648,28,0.414
2016,"New York Mets",12923,"2016-06-26","13:35:00",1,13919,21935,1570,99.626453,7,0.556,87.622648,28,0.414
2016,"New York Mets",12920,"2016-06-23","19:10:00",1,18351,23883,1922,99.626453,7,0.556,87.622648,28,0.414
2016,"Philadelphia Phillies",12898,"2016-05-10","19:10:00",0,9773,15628,935,133.048,30,0.389,87.622648,28,0.414
2016,"Philadelphia Phillies",12899,"2016-05-11","19:10:00",1,10126,15000,977,133.048,30,0.389,87.622648,28,0.414
2016,"Philadelphia Phillies",12900,"2016-05-12","19:10:00",0,11501,17000,1250,133.048,30,0.389,87.622648,28,0.414
2016,"Philadelphia Phillies",12937,"2016-07-31","13:35:00",1,13308,23085,1420,133.048,30,0.389,87.622648,28,0.414
2016,"Philadelphia Phillies",12934,"2016-07-28","19:10:00",0,15930,24061,1611,133.048,30,0.389,87.622648,28,0.414
2016,"Philadelphia Phillies",12935,"2016-07-29","19:35:00",1,21925,29347,1924,133.048,30,0.389,87.622648,28,0.414
2016,"Philadelphia Phillies",12936,"2016-07-30","19:10:00",0,30929,40307,2906,133.048,30,0.389,87.622648,28,0.414
2016,"Pittsburgh Pirates",12938,"2016-08-02","19:10:00",0,11748,22441,1405,85.885832,2,0.605,87.622648,28,0.414
2016,"Pittsburgh Pirates",12939,"2016-08-03","19:10:00",1,11916,20427,1384,85.885832,2,0.605,87.622648,28,0.414
2016,"Pittsburgh Pirates",12940,"2016-08-04","19:10:00",1,12292,21987,1534,85.885832,2,0.605,87.622648,28,0.414
2016,"San Francisco Giants",12910,"2016-06-01","19:10:00",1,11165,16199,1269,166.495942,12,0.518,87.622648,28,0.414
2016,"San Francisco Giants",12911,"2016-06-02","12:10:00",0,10750,17000,1172,166.495942,12,0.518,87.622648,28,0.414
2016,"San Francisco Giants",12908,"2016-05-30","13:10:00",1,18342,24521,1943,166.495942,12,0.518,87.622648,28,0.414
2016,"San Francisco Giants",12909,"2016-05-31","19:10:00",0,10536,16943,1117,166.495942,12,0.518,87.622648,28,0.414
2016,"St. Louis Cardinals",12884,"2016-04-08","19:35:00",0,21350,26230,2522,120.301957,1,0.617,87.622648,28,0.414
2016,"St. Louis Cardinals",12885,"2016-04-09","19:10:00",0,29564,35139,2953,120.301957,1,0.617,87.622648,28,0.414
2016,"St. Louis Cardinals",12886,"2016-04-10","13:35:00",0,19625,24723,2269,120.301957,1,0.617,87.622648,28,0.414
2016,"Washington Nationals",12882,"2016-04-04","16:10:00",0,42107,49949,4981,166.010977,13,0.512,87.622648,28,0.414
2016,"Washington Nationals",12883,"2016-04-06","19:10:00",0,15063,19697,1968,166.010977,13,0.512,87.622648,28,0.414
